Time;R1;R2;R3;R4;R5;R6;R7;R8;R9;R10
29581;14027;24519;14803;25951;5389;45151;44604;27787;7,51;41,09
29582;14015;24633;14864;25995;5334;45177;44539;27794;7,47;41,09
29583;14006;24619;14915;26032;5289;45173;44542;27777;7,44;41,1
29584;13996;24565;14869;25948;5348;45150;44576;27803;7,44;41,09
29585;14012;24596;14877;26016;5357;45133;44513;27797;7,44;41,1
29586;14064;24526;14880;26032;5328;45232;44442;27823;7,44;41,09
29587;14018;24618;14940;25992;5360;45235;44543;27816;7,44;41,09
29588;14058;24577;14865;25980;5393;45255;44563;27786;7,44;41,1
29589;14083;24581;14861;26035;5326;45238;44521;27826;7,44;41,09
29590;14030;24476;14882;26025;5322;45176;44527;27892;7,51;41,09
29591;14024;24499;14843;26052;5419;45154;44489;27842;7,44;41,09
29592;14018;24507;14791;25966;5362;45216;44500;27828;7,44;41,1
29593;14096;24376;14799;26054;5347;45223;44522;27794;7,44;41,09
29594;14052;24461;14882;26048;5350;45155;44501;27831;7,44;41,09
29595;14018;24476;14874;26101;5323;45242;44519;27847;7,44;41,09
29596;14003;24576;14890;25964;5368;45169;44547;27800;7,44;41,1
29597;13984;24630;14861;26031;5304;45133;44467;27800;7,44;41,1
29598;14099;24421;14799;25982;5379;45165;44455;27802;7,44;41,09
29599;14018;24490;14790;25974;5305;45112;44510;27853;7,44;41,09
29600;14073;24398;14901;26070;5348;45144;44514;27809;7,51;41,1
29601;14087;24435;14890;26012;5342;45235;44598;27837;7,44;41,08
29602;14026;24470;14819;26017;5366;45185;44536;27804;7,44;41,09
29603;13979;24520;14911;26028;5310;45180;44510;27755;7,44;41,09
29604;13982;24518;14824;26063;5246;45177;44525;27736;7,44;41,09
29605;14000;24577;14760;25995;5459;45160;44546;27782;7,51;41,09
29606;14025;24510;14877;25962;5385;45229;44485;27762;7,44;41,1
29607;14043;24536;14764;26013;5330;45190;44543;27823;7,44;41,1
29608;14050;24519;14891;26024;5331;45159;44531;27791;7,44;41,1
29609;14041;24477;14836;26009;5390;45168;44516;27750;7,44;41,09
29610;14056;24560;14889;26004;5476;45137;44553;27893;7,44;41,1
29611;14014;24507;14866;25970;5376;45139;44503;27783;7,44;41,09
29612;14011;24485;14844;25980;5354;45141;44500;27741;7,44;41,09
29613;14043;24458;14851;25952;5366;45154;44502;27803;7,44;41,09
29614;14054;24445;14870;25996;5351;45164;44550;27775;7,44;41,09
29615;14125;24568;14864;25982;5358;45131;44598;27757;7,44;41,09
29616;14066;24560;14870;25936;5313;45213;44572;27765;7,44;41,1
29617;14003;24528;14825;25906;5342;45184;44501;27751;7,44;41,09
29618;14015;24416;14891;25985;5381;45155;44524;27857;7,44;41,09
29619;14028;24492;14779;25985;5371;45190;44549;27768;7,44;41,1
29620;14014;24570;14879;26001;5314;45169;44539;27811;7,44;41,09
29621;14070;24503;14833;25947;5393;45179;44499;27854;7,44;41,1
29622;14071;24504;14822;25971;5411;45149;44514;27747;7,44;41,08
29623;13957;24551;14871;25862;5350;45229;44477;27884;7,44;41,1
29624;14022;24516;14818;25968;5374;45197;44575;27797;7,51;41,1
29625;14023;24604;14747;26011;5343;45157;44499;27869;7,44;41,1
29626;14022;24516;14823;26000;5336;45220;44573;27840;7,44;41,1
29627;14002;24638;14801;26002;5442;45228;44491;27866;7,47;41,1
29628;14062;24545;14858;25999;5353;45178;44488;27840;7,44;41,09
29629;14076;24540;14904;26002;5366;45154;44575;27824;7,44;41,1
29630;14031;24494;14812;25916;5356;45172;44451;27818;7,51;41,1
29631;14020;24562;14850;26018;5319;45167;44487;27782;7,44;41,1
29632;14081;24509;14872;25999;5351;45191;44453;27824;7,51;41,1
29633;14077;24554;14838;25920;5371;45279;44452;27851;7,51;41,11
29634;13963;24519;14828;25990;5381;45187;44460;27842;7,51;41,1
29635;14037;24535;14829;26014;5347;45165;44452;27866;7,44;41,09
29636;14106;24614;14862;26001;5329;45183;44527;27816;7,44;41,1
29637;14036;24511;14742;26011;5339;45112;44538;27790;7,44;41,09
29638;14002;24563;14882;25985;5381;45073;44502;27828;7,44;41,11
29639;14047;24514;14788;25994;5349;45175;44568;27773;7,44;41,1
29640;14038;24512;14845;25979;5334;45114;44565;27870;7,44;41,1
29641;14049;24527;14784;26004;5364;45172;44491;27783;7,51;41,11
29642;13991;24595;14864;26022;5376;45134;44530;27843;7,44;41,1
29643;14067;24498;14868;25946;5386;45177;44579;27832;7,44;41,11
29644;14008;24504;14912;25983;5372;45125;44545;27812;7,44;41,1
29645;14045;24502;14899;25962;5393;45071;44517;27813;7,51;41,1
29646;14045;24513;14881;26033;5325;45036;44463;27900;7,44;41,1
29647;14012;24521;14805;26020;5327;45127;44504;27851;7,51;41,1
29648;14070;24500;14869;25936;5322;45101;44519;27822;7,44;41,1
29649;14066;24556;14747;25904;5369;45154;44511;27848;7,44;41,1
29650;14020;24496;14879;25930;5407;45177;44504;27918;7,44;41,1
29651;13990;24494;14863;25975;5391;45207;44544;27861;7,44;41,1
29652;13963;24498;14837;25977;5383;45183;44561;27847;7,44;41,11
29653;13975;24479;14841;25896;5396;45107;44518;27825;7,44;41,11
29654;14018;24554;14846;25903;5336;45188;44493;27852;7,44;41,1
29655;14094;24510;14798;25971;5352;45215;44543;27838;7,44;41,1
29656;13978;24454;14868;26043;5373;45170;44519;27809;7,44;41,09
29657;14050;24513;14848;26070;5314;45160;44386;27788;7,47;41,1
29658;14028;24479;14864;25974;5317;45148;44512;27823;7,51;41,1
29659;13986;24449;14899;25949;5431;45163;44556;27825;7,44;41,1
29660;14113;24458;14950;25918;5272;45112;44539;27826;7,47;41,1
29661;14065;24512;14777;25928;5337;45187;44514;27824;7,44;41,11
29662;14026;24461;14884;25939;5358;45143;44510;27872;7,44;41,1
29663;14053;24544;14907;25901;5307;45205;44495;27826;7,47;41,11
29664;13966;24593;14769;25984;5308;45169;44481;27821;7,44;41,09
29665;13987;24545;14781;25928;5329;45144;44522;27758;7,47;41,09
29666;13998;24515;14833;25953;5342;45122;44441;27791;7,44;41,11
29667;14006;24540;14853;25969;5450;45066;44503;27817;7,44;41,1
29668;14070;24507;14811;26001;5313;45047;44511;27821;7,44;41,1
29669;14030;24527;14825;26046;5430;45119;44520;27843;7,44;41,1
29670;14021;24520;14881;25994;5273;45149;44476;27793;7,44;41,11
29671;14053;24581;14767;26003;5368;45091;44537;27857;7,44;41,09
29672;14044;24511;14815;25991;5348;45168;44515;27839;7,44;41,12
29673;14064;24568;14851;25943;5318;45199;44557;27814;7,44;41,11
29674;14024;24484;14776;25993;5327;45136;44550;27754;7,44;41,1
29675;13984;24401;14802;26029;5408;45168;44495;27707;7,44;41,12
29676;14006;24544;14787;25929;5337;45184;44481;27730;7,44;41,11
29677;14021;24539;14815;25955;5302;45155;44498;27859;7,51;41,1
29678;13935;24493;14846;25971;5391;45114;44510;27805;7,44;41,1
29679;13956;24496;14811;26017;5358;45155;44502;27771;7,44;41,11
29680;14048;24457;14780;25939;5360;45115;44487;27867;7,44;41,11
29681;13960;24530;14797;25979;5337;45038;44511;27762;7,44;41,1
29682;13995;24536;14882;25916;5325;45094;44527;27825;7,44;41,11
29683;13950;24570;14886;25914;5301;45147;44559;27780;7,44;41,11
29684;14087;24422;14818;25955;5281;45160;44482;27800;7,44;41,11
29685;14049;24486;14769;25972;5342;45142;44527;27865;7,44;41,12
29686;13961;24471;14855;25916;5363;45119;44488;27769;7,44;41,12
29687;13990;24466;14804;25953;5341;45213;44571;27780;7,44;41,11
29688;13964;24506;14865;25962;5368;45204;44524;27831;7,44;41,11
29689;14060;24478;14789;25966;5366;45119;44614;27802;7,44;41,11
29690;14033;24530;14872;26008;5359;45148;44564;27781;7,51;41,12
29691;14023;24483;14773;25945;5349;45157;44509;27798;7,44;41,12
29692;14048;24485;14814;25924;5320;45147;44474;27799;7,44;41,1
29693;14026;24519;14861;25967;5328;45129;44505;27785;7,44;41,11
29694;14062;24439;14815;25945;5333;45145;44501;27796;7,51;41,12
29695;14105;24507;14832;25932;5331;45149;44476;27753;7,44;41,11
29696;13984;24561;14752;26003;5269;45170;44503;27848;7,44;41,12
29697;13984;24468;14877;25943;5410;45101;44536;27773;7,44;41,12
29698;14081;24527;14857;25979;5367;45155;44524;27768;7,44;41,12
29699;14037;24608;14836;25897;5334;45159;44570;27833;7,44;41,12
29700;14030;24517;14797;25905;5404;45124;44543;27803;7,44;41,13
29701;13964;24491;14756;25975;5348;45156;44485;27829;7,44;41,11
29702;14024;24567;14741;25968;5446;45132;44547;27783;7,44;41,12
29703;14071;24524;14837;25847;5366;45159;44573;27740;7,44;41,12
29704;14050;24496;14810;25905;5344;45189;44536;27797;7,44;41,11
29705;13972;24523;14800;25981;5420;45164;44556;27867;7,44;41,11
29706;14077;24524;14753;25923;5364;45183;44521;27799;7,44;41,11
29707;13995;24553;14796;25931;5381;45258;44533;27855;7,36;41,13
29708;14006;24514;14785;25906;5370;45165;44463;27783;7,44;41,11
29709;13968;24536;14825;26018;5354;45130;44463;27741;7,36;41,12
29710;14019;24461;14717;25955;5404;45117;44568;27783;7,4;41,12
29711;14100;24525;14717;25958;5397;45116;44556;27809;7,44;41,12
29712;14058;24484;14740;25850;5379;45050;44476;27837;7,44;41,11
29713;14011;24465;14794;25909;5320;45109;44435;27820;7,44;41,12
29714;14051;24477;14843;25961;5309;45213;44489;27772;7,44;41,13
29715;13983;24580;14814;25966;5361;45103;44527;27752;7,44;41,11
29716;14004;24511;14786;25933;5313;45092;44432;27869;7,44;41,11
29717;14063;24450;14797;25962;5395;45108;44457;27808;7,44;41,12
29718;14020;24449;14782;25961;5406;45138;44499;27777;7,44;41,12
29719;14018;24478;14794;25936;5369;45200;44476;27856;7,44;41,11
29720;13984;24458;14818;25914;5319;45144;44456;27795;7,44;41,12
29721;14031;24523;14839;25956;5347;45190;44582;27776;7,44;41,12
29722;14028;24520;14790;25994;5262;45138;44378;27840;7,51;41,11
29723;14030;24456;14805;25960;5433;45120;44519;27778;7,51;41,12
29724;14058;24472;14783;25946;5354;45171;44447;27828;7,44;41,13
29725;13991;24470;14812;25994;5385;45143;44457;27804;7,44;41,12
29726;14044;24501;14790;25961;5338;45112;44486;27789;7,44;41,12
29727;14016;24496;14820;26011;5269;45102;44478;27819;7,44;41,11
29728;14016;24486;14800;25937;5348;45150;44512;27796;7,44;41,11
29729;14033;24458;14791;25866;5279;45200;44452;27836;7,44;41,11
29730;14002;24536;14781;25949;5331;45070;44477;27832;7,44;41,12
29731;14027;24517;14806;25941;5332;45175;44533;27748;7,44;41,12
29732;14002;24576;14818;25927;5376;45159;44514;27837;7,44;41,13
29733;14031;24542;14801;25948;5353;45130;44488;27821;7,44;41,12
29734;14062;24481;14877;25957;5301;45144;44473;27788;7,44;41,12
29735;14064;24535;14771;25944;5300;45215;44499;27752;7,44;41,13
29736;14035;24509;14775;25891;5371;45148;44527;27826;7,44;41,12
29737;13983;24519;14791;25859;5385;45082;44468;27715;7,44;41,12
29738;13986;24514;14810;26013;5332;45148;44505;27768;7,47;41,12
29739;14002;24497;14807;25988;5329;45122;44485;27785;7,44;41,13
29740;13987;24532;14784;25933;5366;45125;44511;27772;7,44;41,12
29741;14052;24501;14781;25910;5306;45192;44500;27753;7,44;41,13
29742;14004;24488;14851;25968;5350;45156;44483;27702;7,44;41,13
29743;13945;24494;14679;25877;5348;45170;44507;27766;7,44;41,11
29744;13968;24505;14741;25932;5343;45127;44524;27736;7,44;41,12
29745;14007;24564;14778;25971;5337;45067;44517;27748;7,44;41,12
29746;14037;24506;14792;25956;5347;45068;44468;27735;7,44;41,11
29747;13964;24440;14808;25941;5406;45152;44546;27704;7,44;41,12
29748;14024;24488;14784;25837;5393;45209;44493;27802;7,44;41,12
29749;14005;24560;14802;25895;5423;45138;44532;27823;7,44;41,12
29750;14039;24542;14807;25878;5347;45116;44479;27798;7,48;41,13
29751;14002;24532;14804;25880;5357;45238;44479;27820;7,44;41,13
29752;13989;24514;14825;25979;5316;45060;44460;27710;7,44;41,11
29753;13990;24461;14725;25877;5335;45142;44523;27821;7,44;41,12
29754;13988;24465;14840;25802;5370;45096;44424;27736;7,44;41,13
29755;13989;24481;14839;25907;5377;45150;44407;27758;7,51;41,13
29756;13961;24526;14757;25951;5265;45151;44492;27734;7,44;41,12
29757;13973;24538;14820;25978;5424;45113;44500;27797;7,44;41,11
29758;13949;24495;14783;25985;5342;45101;44523;27785;7,44;41,12
29759;13954;24461;14766;25931;5357;45089;44554;27811;7,44;41,11
29760;13978;24566;14780;25928;5374;45103;44518;27827;7,44;41,12
29761;14036;24505;14800;25944;5390;45037;44503;27748;7,44;41,12
29762;13996;24526;14874;25902;5330;45148;44459;27822;7,51;41,12
29763;14047;24487;14769;25999;5375;45122;44512;27765;7,44;41,12
29764;13954;24486;14804;25846;5377;45117;44533;27755;7,44;41,12
29765;14065;24555;14794;25898;5388;45150;44530;27862;7,44;41,13
29766;13986;24501;14780;26024;5407;45138;44522;27810;7,44;41,12
29767;14017;24504;14772;25977;5368;45189;44480;27811;7,44;41,13
29768;13968;24512;14743;25947;5396;45233;44493;27831;7,44;41,12
29769;14044;24528;14716;25950;5353;45106;44478;27827;7,44;41,12
29770;14057;24564;14864;25868;5314;45230;44588;27766;7,44;41,13
29771;14023;24482;14847;25940;5325;45174;44491;27845;7,44;41,13
29772;13987;24476;14810;25869;5303;45168;44534;27802;7,44;41,14
29773;14005;24454;14755;25949;5317;45123;44409;27748;7,44;41,15
29774;14028;24478;14810;25947;5368;45133;44503;27742;7,44;41,14
29775;14037;24534;14722;25969;5291;45168;44441;27858;7,44;41,15
29776;13962;24523;14738;25950;5419;45133;44536;27840;7,51;41,13
29777;14070;24557;14819;25871;5325;45195;44528;27791;7,44;41,15
29778;14074;24611;14791;25934;5355;45123;44460;27789;7,44;41,14
29779;14037;24618;14795;25968;5273;45142;44470;27785;7,44;41,14
29780;13980;24485;14811;25893;5334;45147;44499;27777;7,44;41,13
29781;14019;24549;14878;25982;5262;45171;44532;27741;7,44;41,13
29782;13998;24493;14736;25949;5349;45106;44467;27739;7,44;41,14
29783;14001;24491;14760;26003;5405;45075;44445;27739;7,51;41,14
29784;14013;24577;14832;25920;5391;45135;44515;27755;7,44;41,14
29785;14020;24505;14811;25884;5345;45090;44561;27806;7,44;41,13
29786;13998;24460;14682;25939;5349;45162;44499;27760;7,44;41,13
29787;13981;24542;14778;25988;5343;45096;44539;27793;7,44;41,14
29788;14087;24538;14782;25861;5323;45193;44502;27860;7,44;41,14
29789;14055;24486;14821;25915;5304;45193;44524;27798;7,44;41,14
29790;13956;24382;14868;25909;5353;45123;44557;27824;7,44;41,14
29791;14022;24533;14791;25982;5354;45170;44508;27852;7,44;41,13
29792;14022;24528;14873;25906;5394;45091;44494;27766;7,44;41,15
29793;14014;24510;14874;25967;5371;45170;44532;27810;7,44;41,14
29794;13960;24471;14770;25948;5276;45183;44459;27842;7,44;41,14
29795;14010;24492;14766;25966;5419;45110;44494;27773;7,44;41,14
29796;14019;24573;14818;25984;5327;45153;44512;27880;7,44;41,14
29797;14006;24454;14792;25956;5334;45113;44484;27762;7,44;41,15
29798;14004;24566;14861;25812;5407;45166;44503;27852;7,44;41,13
29799;14058;24561;14799;25880;5401;45188;44481;27823;7,44;41,13
29800;13988;24545;14756;25964;5369;45134;44491;27767;7,44;41,14
29801;14012;24617;14796;25970;5367;45189;44556;27795;7,51;41,14
29802;14037;24531;14855;25897;5315;45106;44544;27791;7,44;41,14
29803;14056;24543;14817;25904;5346;45197;44538;27749;7,44;41,15
29804;13935;24581;14788;25974;5317;45146;44482;27842;7,44;41,14
29805;13937;24479;14788;25920;5306;45100;44440;27747;7,44;41,13
29806;13961;24503;14844;25927;5375;45075;44508;27794;7,44;41,14
29807;13983;24519;14837;25915;5340;45093;44494;27792;7,44;41,14
29808;14018;24579;14888;25922;5374;45111;44520;27769;7,44;41,14
29809;14038;24507;14803;25903;5350;45129;44507;27771;7,44;41,14
29810;13978;24579;14722;25969;5335;45121;44467;27736;7,51;41,14
29811;14059;24628;14843;25852;5307;45166;44547;27741;7,44;41,14
29812;14042;24545;14809;26003;5374;45173;44549;27851;7,44;41,14
29813;14004;24468;14800;25855;5373;45109;44490;27701;7,44;41,15
29814;13953;24510;14824;25976;5381;45172;44462;27839;7,44;41,14
29815;14060;24526;14777;26006;5351;45176;44512;27806;7,51;41,13
29816;14055;24594;14802;25908;5279;45081;44514;27791;7,44;41,14
29817;14020;24488;14849;25923;5365;45152;44468;27799;7,44;41,15
29818;14074;24561;14710;25960;5385;45173;44420;27821;7,36;41,15
29819;14063;24519;14815;25943;5307;45213;44510;27825;7,51;41,15
29820;13978;24544;14736;25972;5379;45166;44484;27775;7,44;41,15
29821;13992;24476;14694;25887;5374;45098;44473;27752;7,44;41,14
29822;14032;24529;14787;25870;5365;45131;44522;27822;7,44;41,15
29823;14062;24540;14771;25903;5372;45121;44524;27720;7,51;41,15
29824;13975;24511;14781;25907;5366;45164;44509;27799;7,44;41,15
29825;13962;24487;14739;25877;5360;45127;44500;27857;7,44;41,16
29826;14031;24637;14834;25904;5438;45127;44479;27856;7,44;41,14
29827;13974;24569;14790;25901;5313;45136;44538;27738;7,44;41,15
29828;13976;24622;14804;25962;5384;45182;44504;27790;7,44;41,15
29829;14018;24641;14772;25909;5382;45130;44506;27760;7,44;41,16
29830;14022;24590;14829;25973;5402;45139;44480;27807;7,44;41,16
29831;14065;24608;14790;25982;5385;45129;44561;27853;7,44;41,14
29832;13972;24628;14772;25910;5381;45143;44490;27790;7,44;41,15
29833;13972;24616;14828;25945;5303;45095;44508;27740;7,44;41,14
29834;14022;24499;14841;25931;5348;45122;44481;27790;7,51;41,15
29835;14006;24618;14754;25969;5364;45124;44521;27789;7,51;41,15
29836;14053;24541;14777;25969;5362;45171;44447;27712;7,51;41,16
29837;14018;24582;14831;25931;5360;45093;44489;27780;7,44;41,15
29838;14084;24533;14844;25867;5299;45139;44493;27827;7,44;41,14
29839;13966;24617;14845;25824;5382;45191;44518;27778;7,48;41,16
29840;13988;24585;14760;25936;5368;45193;44456;27826;7,44;41,14
29841;14020;24562;14780;25971;5341;45104;44548;27885;7,44;41,15
29842;14005;24655;14753;25864;5338;45127;44494;27715;7,44;41,15
29843;14013;24644;14873;25918;5387;45077;44469;27801;7,44;41,14
29844;13971;24592;14811;25937;5414;45117;44586;27810;7,44;41,15
29845;14059;24564;14825;25913;5352;45094;44501;27752;7,44;41,15
29846;13974;24542;14763;25930;5403;45129;44480;27824;7,44;41,15
29847;14045;24523;14864;25909;5305;45073;44530;27831;7,44;41,15
29848;13959;24556;14784;25935;5355;45184;44495;27783;7,51;41,16
29849;13930;24524;14761;25845;5377;45194;44490;27787;7,44;41,15
29850;14033;24640;14869;25887;5301;45115;44503;27811;7,44;41,15
29851;14051;24551;14746;25869;5323;45135;44496;27792;7,48;41,15
29852;13953;24586;14763;25919;5353;45154;44468;27770;7,44;41,15
29853;14072;24549;14810;25934;5323;45173;44531;27822;7,48;41,17
29854;14050;24593;14782;25986;5374;45256;44500;27728;7,44;41,14
29855;14057;24632;14833;25896;5462;45175;44474;27825;7,4;41,14
29856;13986;24583;14706;25884;5334;45102;44546;27792;7,44;41,15
29857;14032;24624;14757;25859;5311;45120;44488;27761;7,44;41,15
29858;13920;24571;14795;25926;5414;45130;44445;27776;7,44;41,15
29859;14048;24577;14810;25912;5339;45169;44505;27787;7,44;41,15
29860;13961;24609;14798;25947;5265;45111;44486;27755;7,44;41,15
29861;13996;24580;14855;25904;5326;45095;44482;27692;7,44;41,14
29862;14043;24590;14746;25929;5320;45125;44470;27733;7,51;41,14
29863;14005;24532;14820;25905;5453;45129;44496;27798;7,44;41,14
29864;13975;24546;14789;25896;5379;45085;44539;27819;7,44;41,15
29865;13993;24531;14785;26003;5403;45112;44503;27848;7,44;41,16
29866;13994;24631;14767;25975;5327;45153;44407;27796;7,51;41,16
29867;13998;24484;14722;25883;5282;45158;44476;27826;7,44;41,15
29868;13990;24560;14741;25929;5379;45158;44509;27773;7,44;41,15
29869;13969;24543;14738;25929;5387;45109;44512;27786;7,44;41,17
29870;14016;24535;14726;25858;5374;45056;44546;27772;7,44;41,15
29871;14058;24471;14736;25921;5353;45146;44519;27763;7,44;41,15
29872;14062;24627;14739;25830;5374;45165;44560;27817;7,44;41,15
29873;13960;24483;14789;25904;5308;45141;44392;27759;7,44;41,15
29874;13936;24508;14780;25895;5348;45166;44466;27718;7,44;41,18
29875;14055;24609;14792;25906;5373;45062;44468;27750;7,36;41,16
29876;14045;24618;14732;25857;5343;45235;44421;27782;7,44;41,18
29877;14005;24694;14779;25913;5316;45183;44531;27793;7,44;41,17
29878;14013;24535;14780;25857;5328;45136;44492;27797;7,44;41,18
29879;13986;24598;14724;25971;5418;45167;44436;27774;7,44;41,17
29880;14001;24594;14746;25935;5378;45094;44499;27746;7,44;41,16
29881;13972;24572;14731;25904;5350;45042;44491;27820;7,44;41,17
29882;14015;24611;14752;25914;5357;45094;44500;27853;7,44;41,17
29883;13957;24623;14825;25960;5330;45133;44492;27745;7,44;41,17
29884;14035;24549;14808;25898;5380;45064;44464;27832;7,44;41,16
29885;13993;24601;14797;25875;5383;45146;44487;27816;7,51;41,18
29886;14019;24775;14745;25892;5317;45161;44508;27801;7,44;41,18
29887;14044;24588;14750;25928;5343;45129;44478;27795;7,44;41,17
29888;14050;24650;14779;25917;5241;45184;44418;27783;7,44;41,18
29889;13967;24653;14734;25836;5255;45060;44479;27819;7,51;41,17
29890;14007;24612;14728;25921;5391;45072;44456;27760;7,44;41,18
29891;13975;24536;14732;25836;5363;45080;44491;27859;7,44;41,18
29892;14064;24678;14768;25939;5388;45018;44480;27785;7,44;41,17
29893;13978;24609;14739;25962;5426;45102;44541;27848;7,44;41,18
29894;13972;24612;14765;25918;5373;45108;44505;27786;7,44;41,17
29895;14018;24619;14780;25962;5361;45039;44530;27695;7,48;41,16
29896;14022;24602;14731;25864;5330;45018;44501;27737;7,44;41,16
29897;13976;24649;14780;25873;5348;45053;44436;27772;7,44;41,17
29898;14009;24626;14734;25828;5387;45035;44432;27714;7,44;41,17
29899;14000;24571;14799;25899;5326;45082;44496;27719;7,44;41,18
29900;14011;24630;14781;25915;5427;45043;44487;27766;7,44;41,16
29901;13905;24669;14788;25956;5333;45127;44484;27767;7,44;41,17
29902;14025;24698;14775;25907;5273;45160;44515;27769;7,44;41,16
29903;14029;24688;14833;25869;5394;45132;44478;27826;7,44;41,18
29904;13985;24679;14803;25855;5360;45158;44444;27745;7,44;41,17
29905;13981;24667;14716;25929;5344;45137;44415;27754;7,44;41,17
29906;14019;24626;14726;25837;5391;45055;44511;27804;7,44;41,16
29907;13992;24635;14804;25921;5353;45102;44475;27770;7,44;41,17
29908;14024;24624;14714;25926;5404;45149;44464;27804;7,44;41,16
29909;14008;24627;14769;25890;5366;45158;44419;27792;7,44;41,17
29910;13975;24582;14705;25913;5414;45075;44427;27775;7,44;41,16
29911;13985;24641;14823;25862;5310;45069;44423;27779;7,44;41,18
29912;13925;24598;14743;25952;5334;45082;44514;27780;7,44;41,17
29913;14037;24633;14790;25880;5260;45100;44455;27773;7,44;41,17
29914;13927;24731;14815;25918;5377;45116;44450;27747;7,44;41,16
29915;13990;24682;14816;25779;5351;45073;44499;27762;7,44;41,17
29916;14007;24659;14743;25836;5400;45137;44488;27777;7,44;41,17
29917;14045;24676;14774;25890;5314;45050;44505;27745;7,44;41,17
29918;14030;24665;14722;25856;5337;45099;44438;27703;7,44;41,16
29919;13945;24668;14753;25870;5393;44995;44397;27819;7,44;41,17
29920;14048;24580;14711;25858;5304;45095;44520;27725;7,51;41,17
29921;14000;24662;14778;25849;5395;45068;44445;27839;7,44;41,16
29922;14041;24644;14719;25926;5361;45093;44490;27774;7,44;41,17
29923;14014;24640;14736;25897;5378;45064;44456;27762;7,44;41,16
29924;14028;24657;14739;25944;5301;45083;44462;27791;7,44;41,16
29925;14023;24609;14812;25860;5324;45121;44521;27754;7,44;41,17
29926;13944;24594;14783;25924;5326;45093;44504;27717;7,44;41,17
29927;14051;24609;14722;25930;5350;45098;44473;27781;7,44;41,17
29928;14041;24607;14780;25915;5316;45051;44410;27744;7,44;41,17
29929;14012;24701;14809;25846;5315;45111;44478;27808;7,44;41,18
29930;13988;24643;14804;25941;5380;45118;44464;27810;7,44;41,18
29931;13989;24644;14746;25863;5304;45048;44518;27765;7,44;41,2
29932;13977;24605;14696;25957;5314;45001;44523;27756;7,44;41,17
29933;13977;24610;14744;25923;5368;45073;44485;27808;7,44;41,18
29934;14002;24714;14765;25935;5366;45080;44501;27709;7,44;41,19
29935;14010;24663;14784;25907;5399;45028;44442;27801;7,44;41,18
29936;13972;24673;14823;25902;5287;45070;44463;27746;7,44;41,17
29937;14023;24533;14758;25910;5394;45096;44494;27772;7,44;41,18
29938;14021;24663;14753;25898;5331;45081;44543;27837;7,37;41,18
29939;14018;24643;14815;25917;5372;45192;44522;27771;7,44;41,17
29940;13932;24657;14725;25916;5307;45072;44484;27828;7,44;41,17
29941;13974;24658;14788;25932;5386;45160;44486;27816;7,37;41,18
29942;14054;24607;14742;25850;5374;45115;44437;27766;7,44;41,18
29943;14022;24715;14777;25926;5386;45229;44399;27742;7,44;41,19
29944;14007;24617;14804;25936;5355;45091;44508;27745;7,44;41,18
29945;13959;24597;14760;25896;5307;45142;44525;27731;7,44;41,19
29946;14000;24566;14722;25879;5353;45161;44537;27765;7,44;41,18
29947;13966;24657;14769;25919;5377;45107;44487;27750;7,44;41,18
29948;13969;24647;14729;25868;5341;45170;44476;27757;7,44;41,18
29949;13956;24692;14865;25864;5375;45129;44497;27718;7,44;41,18
29950;14001;24684;14759;25910;5436;45192;44478;27781;7,44;41,18
29951;14037;24593;14779;25987;5378;45096;44556;27788;7,44;41,18
29952;14015;24634;14805;25902;5409;45052;44496;27817;7,44;41,18
29953;14036;24674;14827;25832;5377;45073;44491;27719;7,44;41,18
29954;13987;24656;14746;25898;5351;45021;44579;27728;7,4;41,18
29955;14027;24666;14730;25848;5333;45061;44466;27714;7,44;41,18
29956;14075;24563;14692;25869;5317;45114;44563;27814;7,44;41,19
29957;14049;24607;14766;25982;5311;45075;44420;27733;7,51;41,19
29958;14014;24611;14688;25902;5318;45074;44428;27715;7,48;41,19
29959;13977;24681;14779;25960;5408;45080;44481;27841;7,44;41,19
29960;14045;24700;14756;25841;5353;45072;44478;27794;7,44;41,19
29961;14045;24625;14788;25924;5330;45160;44550;27746;7,44;41,19
29962;14034;24714;14760;25886;5299;45090;44492;27771;7,44;41,19
29963;13972;24719;14802;25921;5396;45126;44462;27789;7,44;41,18
29964;13977;24630;14740;25947;5366;45156;44482;27706;7,44;41,18
29965;13999;24629;14817;25903;5344;45037;44539;27720;7,44;41,19
29966;13989;24680;14777;25900;5310;45140;44468;27772;7,44;41,2
29967;13957;24614;14817;25849;5390;45055;44477;27763;7,44;41,18
29968;13975;24650;14786;25932;5350;45088;44383;27781;7,44;41,2
29969;14009;24688;14752;25767;5376;45070;44445;27728;7,44;41,19
29970;13967;24704;14775;25907;5284;45123;44507;27746;7,44;41,19
29971;14006;24696;14679;25854;5336;45149;44561;27737;7,51;41,19
29972;13953;24698;14764;25943;5368;45111;44480;27796;7,44;41,2
29973;13988;24637;14748;25836;5388;45126;44493;27738;7,44;41,18
29974;14021;24690;14680;25881;5341;45088;44393;27798;7,37;41,19
29975;13946;24637;14705;25819;5382;45155;44484;27745;7,44;41,2
29976;14019;24615;14762;25864;5253;45138;44469;27748;7,44;41,19
29977;13956;24649;14785;25872;5365;45081;44510;27746;7,51;41,2
29978;13924;24709;14745;25894;5328;45102;44520;27747;7,44;41,2
29979;14033;24674;14733;25819;5360;45088;44471;27763;7,44;41,19
