Time;R1;R2;R3;R4;R5;R6;R7;R8;R9;R10;R11;R12;R13;R14;R15;R16;R17;Humidity;Temperature
23066.0;13997.0;24287.0;14827.0;25982.0;5384.0;45575.0;44340.0;28026.0;7.22;41.32;;;;;;;;;
23067.0;13938.0;24347.0;14751.0;25905.0;5369.0;45606.0;44393.0;28021.0;7.29;41.32;;;;;;;;;
23068.0;13999.0;24381.0;14780.0;25977.0;5399.0;45534.0;44363.0;27978.0;7.26;41.31;;;;;;;;;
23069.0;13929.0;24338.0;14721.0;25973.0;5424.0;45530.0;44367.0;27927.0;7.22;41.32;;;;;;;;;
23070.0;13989.0;24341.0;14724.0;25972.0;5327.0;45644.0;44310.0;27906.0;7.22;41.31;;;;;;;;;
23071.0;13981.0;24393.0;14736.0;25983.0;5289.0;45561.0;44316.0;27927.0;7.29;41.32;;;;;;;;;
23072.0;13926.0;24315.0;14758.0;25973.0;5358.0;45591.0;44385.0;27972.0;7.22;41.31;;;;;;;;;
23073.0;13933.0;24301.0;14693.0;25894.0;5358.0;45629.0;44323.0;27875.0;7.22;41.31;;;;;;;;;
23074.0;13876.0;24336.0;14765.0;26002.0;5359.0;45590.0;44338.0;27991.0;7.22;41.32;;;;;;;;;
23075.0;13935.0;24345.0;14689.0;25942.0;5324.0;45578.0;44313.0;27918.0;7.22;41.32;;;;;;;;;
23076.0;13925.0;24342.0;14740.0;25921.0;5369.0;45680.0;44290.0;27925.0;7.22;41.32;;;;;;;;;
23077.0;13874.0;24274.0;14752.0;25944.0;5375.0;45585.0;44289.0;27982.0;7.22;41.32;;;;;;;;;
23078.0;13975.0;24367.0;14740.0;25898.0;5360.0;45569.0;44341.0;27982.0;7.26;41.31;;;;;;;;;
23079.0;13831.0;24327.0;14771.0;25927.0;5411.0;45663.0;44326.0;27942.0;7.22;41.32;;;;;;;;;
23080.0;13913.0;24351.0;14717.0;25913.0;5337.0;45604.0;44348.0;27973.0;7.15;41.32;;;;;;;;;
23081.0;13890.0;24341.0;14730.0;25854.0;5312.0;45634.0;44363.0;27988.0;7.22;41.32;;;;;;;;;
23082.0;13899.0;24322.0;14754.0;25862.0;5377.0;45642.0;44395.0;27951.0;7.22;41.32;;;;;;;;;
23083.0;13880.0;24284.0;14763.0;25918.0;5372.0;45657.0;44301.0;27981.0;7.22;41.32;;;;;;;;;
23084.0;13924.0;24310.0;14710.0;25899.0;5344.0;45610.0;44265.0;27911.0;7.22;41.33;;;;;;;;;
23085.0;13840.0;24379.0;14732.0;25949.0;5361.0;45674.0;44351.0;27924.0;7.22;41.32;;;;;;;;;
23086.0;13869.0;24370.0;14715.0;25926.0;5320.0;45692.0;44344.0;27905.0;7.22;41.33;;;;;;;;;
23087.0;13965.0;24350.0;14721.0;25854.0;5360.0;45516.0;44332.0;27969.0;7.22;41.31;;;;;;;;;
23088.0;13937.0;24374.0;14774.0;25904.0;5383.0;45632.0;44334.0;27920.0;7.22;41.32;;;;;;;;;
23089.0;14001.0;24391.0;14762.0;25987.0;5382.0;45615.0;44308.0;27936.0;7.22;41.32;;;;;;;;;
23090.0;13891.0;24285.0;14769.0;25900.0;5370.0;45536.0;44285.0;27967.0;7.22;41.32;;;;;;;;;
23091.0;13934.0;24358.0;14766.0;25940.0;5354.0;45605.0;44314.0;27965.0;7.22;41.33;;;;;;;;;
23092.0;13902.0;24345.0;14751.0;25947.0;5410.0;45505.0;44369.0;27921.0;7.22;41.31;;;;;;;;;
23093.0;13913.0;24387.0;14765.0;25931.0;5342.0;45553.0;44305.0;27929.0;7.22;41.32;;;;;;;;;
23094.0;13902.0;24364.0;14807.0;25978.0;5364.0;45537.0;44293.0;27958.0;7.26;41.33;;;;;;;;;
23095.0;13859.0;24372.0;14724.0;25988.0;5359.0;45538.0;44279.0;27990.0;7.22;41.31;;;;;;;;;
23096.0;13902.0;24395.0;14798.0;25912.0;5371.0;45504.0;44380.0;27928.0;7.22;41.31;;;;;;;;;
23097.0;13901.0;24307.0;14723.0;25904.0;5373.0;45582.0;44331.0;27980.0;7.3;41.33;;;;;;;;;
23098.0;13917.0;24365.0;14743.0;25938.0;5267.0;45563.0;44359.0;27993.0;7.22;41.32;;;;;;;;;
23099.0;13903.0;24296.0;14790.0;25994.0;5365.0;45616.0;44303.0;27907.0;7.22;41.32;;;;;;;;;
23100.0;13834.0;24325.0;14841.0;26010.0;5317.0;45545.0;44303.0;27945.0;7.3;41.33;;;;;;;;;
23101.0;13917.0;24354.0;14784.0;25878.0;5307.0;45530.0;44340.0;27851.0;7.22;41.32;;;;;;;;;
23102.0;13904.0;24314.0;14735.0;25967.0;5358.0;45618.0;44352.0;27917.0;7.26;41.32;;;;;;;;;
23103.0;13888.0;24282.0;14804.0;25998.0;5290.0;45613.0;44303.0;27844.0;7.22;41.33;;;;;;;;;
23104.0;13925.0;24303.0;14827.0;25933.0;5390.0;45546.0;44337.0;27922.0;7.22;41.33;;;;;;;;;
23105.0;13862.0;24267.0;14737.0;25900.0;5356.0;45560.0;44339.0;27899.0;7.22;41.32;;;;;;;;;
23106.0;13943.0;24296.0;14663.0;25947.0;5318.0;45584.0;44309.0;27941.0;7.22;41.33;;;;;;;;;
23107.0;13947.0;24335.0;14813.0;25959.0;5370.0;45561.0;44369.0;27935.0;7.22;41.32;;;;;;;;;
23108.0;13911.0;24344.0;14737.0;25929.0;5353.0;45568.0;44308.0;27893.0;7.22;41.31;;;;;;;;;
23109.0;13987.0;24317.0;14757.0;25932.0;5358.0;45613.0;44291.0;27945.0;7.22;41.32;;;;;;;;;
23110.0;13913.0;24356.0;14781.0;25942.0;5329.0;45550.0;44308.0;27916.0;7.22;41.33;;;;;;;;;
23111.0;13906.0;24277.0;14790.0;26016.0;5398.0;45581.0;44290.0;27994.0;7.22;41.32;;;;;;;;;
23112.0;13813.0;24286.0;14716.0;25951.0;5298.0;45453.0;44351.0;27874.0;7.22;41.32;;;;;;;;;
23113.0;13927.0;24304.0;14687.0;25955.0;5362.0;45465.0;44316.0;27954.0;7.22;41.32;;;;;;;;;
23114.0;13899.0;24204.0;14748.0;25852.0;5273.0;45432.0;44377.0;27927.0;7.22;41.32;;;;;;;;;
23115.0;13872.0;24340.0;14735.0;25962.0;5407.0;45569.0;44364.0;27929.0;7.22;41.32;;;;;;;;;
23116.0;13895.0;24305.0;14772.0;25983.0;5437.0;45525.0;44358.0;27965.0;7.22;41.32;;;;;;;;;
23117.0;13869.0;24302.0;14786.0;25894.0;5363.0;45563.0;44340.0;27830.0;7.22;41.32;;;;;;;;;
23118.0;13925.0;24390.0;14772.0;25934.0;5352.0;45633.0;44305.0;27909.0;7.22;41.33;;;;;;;;;
23119.0;13934.0;24328.0;14874.0;25889.0;5344.0;45663.0;44383.0;27865.0;7.22;41.31;;;;;;;;;
23120.0;13916.0;24254.0;14846.0;25894.0;5437.0;45605.0;44307.0;27960.0;7.29;41.31;;;;;;;;;
23121.0;13985.0;24303.0;14836.0;25989.0;5417.0;45613.0;44331.0;27964.0;7.29;41.32;;;;;;;;;
23122.0;13933.0;24370.0;14829.0;25918.0;5393.0;45447.0;44282.0;27933.0;7.29;41.32;;;;;;;;;
23123.0;13871.0;24288.0;14734.0;25912.0;5365.0;45613.0;44409.0;27892.0;7.29;41.32;;;;;;;;;
23124.0;13895.0;24264.0;14819.0;25894.0;5334.0;45674.0;44380.0;27946.0;7.26;41.3;;;;;;;;;
23125.0;13877.0;24317.0;14779.0;25953.0;5379.0;45655.0;44359.0;27958.0;7.22;41.31;;;;;;;;;
23126.0;13876.0;24329.0;14770.0;25939.0;5353.0;45560.0;44307.0;27925.0;7.22;41.31;;;;;;;;;
23127.0;13893.0;24346.0;14827.0;25908.0;5361.0;45613.0;44413.0;27987.0;7.29;41.32;;;;;;;;;
23128.0;13926.0;24319.0;14775.0;25948.0;5365.0;45584.0;44322.0;27970.0;7.22;41.32;;;;;;;;;
23129.0;13944.0;24381.0;14758.0;25870.0;5324.0;45580.0;44358.0;27903.0;7.22;41.31;;;;;;;;;
23130.0;13900.0;24351.0;14754.0;25882.0;5367.0;45605.0;44348.0;27934.0;7.22;41.32;;;;;;;;;
23131.0;13952.0;24373.0;14823.0;25996.0;5355.0;45553.0;44281.0;27878.0;7.22;41.31;;;;;;;;;
23132.0;13956.0;24294.0;14778.0;25980.0;5313.0;45551.0;44373.0;28015.0;7.22;41.31;;;;;;;;;
23133.0;13867.0;24420.0;14732.0;25966.0;5340.0;45536.0;44324.0;27856.0;7.22;41.3;;;;;;;;;
23134.0;13992.0;24324.0;14828.0;25839.0;5417.0;45572.0;44326.0;27970.0;7.22;41.31;;;;;;;;;
23135.0;13882.0;24346.0;14761.0;25957.0;5383.0;45583.0;44356.0;27958.0;7.22;41.31;;;;;;;;;
23136.0;13921.0;24334.0;14718.0;25857.0;5373.0;45488.0;44260.0;27937.0;7.22;41.32;;;;;;;;;
23137.0;13998.0;24252.0;14778.0;25946.0;5329.0;45541.0;44374.0;28002.0;7.22;41.32;;;;;;;;;
23138.0;13933.0;24229.0;14764.0;25918.0;5362.0;45582.0;44239.0;27964.0;7.22;41.32;;;;;;;;;
23139.0;13927.0;24360.0;14816.0;25829.0;5347.0;45525.0;44364.0;27897.0;7.26;41.32;;;;;;;;;
23140.0;13949.0;24267.0;14759.0;25909.0;5380.0;45538.0;44310.0;27959.0;7.22;41.32;;;;;;;;;
23141.0;13928.0;24232.0;14730.0;25885.0;5366.0;45531.0;44263.0;27916.0;7.22;41.31;;;;;;;;;
23142.0;13898.0;24259.0;14682.0;25844.0;5390.0;45587.0;44319.0;27936.0;7.22;41.3;;;;;;;;;
23143.0;13970.0;24361.0;14721.0;25906.0;5421.0;45568.0;44333.0;27930.0;7.22;41.31;;;;;;;;;
23144.0;13877.0;24293.0;14678.0;25891.0;5325.0;45537.0;44302.0;27919.0;7.22;41.31;;;;;;;;;
23145.0;13865.0;24401.0;14744.0;25947.0;5325.0;45585.0;44308.0;27930.0;7.22;41.31;;;;;;;;;
23146.0;13893.0;24300.0;14665.0;25878.0;5382.0;45556.0;44316.0;27925.0;7.22;41.3;;;;;;;;;
23147.0;13946.0;24341.0;14742.0;25873.0;5348.0;45534.0;44252.0;27920.0;7.22;41.31;;;;;;;;;
23148.0;13909.0;24349.0;14800.0;25914.0;5397.0;45527.0;44285.0;27898.0;7.22;41.3;;;;;;;;;
23149.0;13928.0;24394.0;14737.0;25901.0;5351.0;45503.0;44242.0;27900.0;7.22;41.32;;;;;;;;;
23150.0;13906.0;24725.0;14744.0;25915.0;5368.0;45449.0;44303.0;27855.0;7.22;41.31;;;;;;;;;
23151.0;13831.0;24571.0;14723.0;25983.0;5390.0;45491.0;44280.0;27906.0;7.22;41.32;;;;;;;;;
23152.0;13879.0;24822.0;14720.0;25883.0;5292.0;45489.0;44303.0;27899.0;7.22;41.31;;;;;;;;;
23153.0;13907.0;24467.0;14705.0;25820.0;5309.0;45488.0;44284.0;27954.0;7.22;41.31;;;;;;;;;
23154.0;13846.0;24857.0;14771.0;25873.0;5303.0;45427.0;44254.0;27925.0;7.22;41.29;;;;;;;;;
23155.0;13903.0;24425.0;14739.0;25925.0;5351.0;45507.0;44319.0;27847.0;7.22;41.3;;;;;;;;;
23156.0;13846.0;24439.0;14668.0;25871.0;5373.0;45527.0;44276.0;27889.0;7.22;41.32;;;;;;;;;
23157.0;13859.0;24788.0;14781.0;25938.0;5406.0;45541.0;44310.0;27917.0;7.22;41.32;;;;;;;;;
23158.0;13855.0;24845.0;14706.0;25911.0;5340.0;45540.0;44304.0;27858.0;7.29;41.31;;;;;;;;;
23159.0;13826.0;24856.0;14701.0;25933.0;5390.0;45556.0;44295.0;27935.0;7.22;41.31;;;;;;;;;
23160.0;13816.0;24879.0;14811.0;25824.0;5279.0;45490.0;44266.0;27886.0;7.22;41.3;;;;;;;;;
23161.0;13905.0;24396.0;14664.0;25906.0;5342.0;45525.0;44329.0;27929.0;7.22;41.31;;;;;;;;;
23162.0;13829.0;24297.0;14702.0;25853.0;5370.0;45428.0;44260.0;27899.0;7.29;41.31;;;;;;;;;
23163.0;13887.0;24306.0;14724.0;25856.0;5338.0;45412.0;44231.0;27843.0;7.22;41.31;;;;;;;;;
23164.0;13880.0;24246.0;14775.0;25826.0;5350.0;45436.0;44319.0;27869.0;7.18;41.31;;;;;;;;;
23165.0;13849.0;24253.0;14794.0;25890.0;5356.0;45457.0;44289.0;27896.0;7.22;41.3;;;;;;;;;
23166.0;13835.0;24294.0;14733.0;25793.0;5254.0;45446.0;44335.0;27881.0;7.22;41.31;;;;;;;;;
23167.0;13866.0;24317.0;14702.0;25939.0;5359.0;45460.0;44273.0;27870.0;7.18;41.3;;;;;;;;;
23168.0;13857.0;24290.0;14666.0;25866.0;5278.0;45318.0;44264.0;27806.0;7.22;41.3;;;;;;;;;
23169.0;13867.0;24266.0;14770.0;25887.0;5380.0;45515.0;44293.0;27968.0;7.22;41.31;;;;;;;;;
23170.0;13834.0;24228.0;14694.0;25952.0;5363.0;45522.0;44202.0;27936.0;7.22;41.32;;;;;;;;;
23171.0;13836.0;24321.0;14767.0;25947.0;5353.0;45448.0;44327.0;27889.0;7.22;41.32;;;;;;;;;
23172.0;13847.0;24296.0;14691.0;25855.0;5340.0;45410.0;44371.0;27833.0;7.22;41.31;;;;;;;;;
23173.0;13862.0;24288.0;14712.0;25914.0;5390.0;45489.0;44273.0;27829.0;7.22;41.3;;;;;;;;;
23174.0;13804.0;24375.0;14782.0;25814.0;5295.0;45417.0;44284.0;27905.0;7.15;41.31;;;;;;;;;
23175.0;13886.0;24251.0;14768.0;25807.0;5328.0;45465.0;44227.0;27927.0;7.22;41.3;;;;;;;;;
23176.0;13850.0;24248.0;14736.0;25872.0;5321.0;45484.0;44294.0;27925.0;7.22;41.31;;;;;;;;;
23177.0;13868.0;24232.0;14760.0;25841.0;5353.0;45517.0;44297.0;27915.0;7.22;41.3;;;;;;;;;
23178.0;13837.0;24199.0;14742.0;25839.0;5412.0;45538.0;44303.0;27877.0;7.22;41.31;;;;;;;;;
23179.0;13891.0;24230.0;14695.0;25869.0;5409.0;45553.0;44284.0;27857.0;7.22;41.32;;;;;;;;;
23180.0;13941.0;24265.0;14727.0;25936.0;5342.0;45535.0;44346.0;27896.0;7.22;41.31;;;;;;;;;
23181.0;13854.0;24290.0;14786.0;25827.0;5359.0;45582.0;44214.0;27814.0;7.29;41.3;;;;;;;;;
23182.0;13848.0;24455.0;14753.0;25868.0;5309.0;45633.0;44189.0;27877.0;7.22;41.31;;;;;;;;;
23183.0;13810.0;24853.0;14761.0;25861.0;5398.0;45603.0;44235.0;27903.0;7.29;41.31;;;;;;;;;
23184.0;13843.0;24883.0;14666.0;25841.0;5243.0;45582.0;44264.0;27869.0;7.22;41.31;;;;;;;;;
23185.0;13853.0;24723.0;14712.0;25866.0;5350.0;45571.0;44313.0;27886.0;7.22;41.31;;;;;;;;;
23186.0;13863.0;24856.0;14771.0;25884.0;5383.0;45514.0;44261.0;27900.0;7.29;41.31;;;;;;;;;
23187.0;13869.0;24788.0;14721.0;25833.0;5329.0;45500.0;44279.0;27916.0;7.22;41.31;;;;;;;;;
23188.0;13862.0;24370.0;14708.0;25878.0;5384.0;45487.0;44299.0;27914.0;7.29;41.3;;;;;;;;;
23189.0;13838.0;24281.0;14725.0;25856.0;5345.0;45586.0;44331.0;27919.0;7.29;41.31;;;;;;;;;
23190.0;13867.0;24295.0;14693.0;25863.0;5299.0;45591.0;44242.0;27902.0;7.22;41.31;;;;;;;;;
23191.0;13787.0;24267.0;14742.0;25846.0;5373.0;45545.0;44230.0;27897.0;7.29;41.31;;;;;;;;;
23192.0;13845.0;24266.0;14770.0;25856.0;5318.0;45536.0;44307.0;27896.0;7.22;41.31;;;;;;;;;
23193.0;13894.0;24336.0;14760.0;25913.0;5322.0;45504.0;44282.0;27906.0;7.22;41.31;;;;;;;;;
23194.0;13866.0;24298.0;14795.0;25866.0;5384.0;45587.0;44307.0;27947.0;7.29;41.31;;;;;;;;;
23195.0;13932.0;24231.0;14769.0;25868.0;5339.0;45558.0;44285.0;27864.0;7.29;41.31;;;;;;;;;
23196.0;13917.0;24287.0;14789.0;25847.0;5347.0;45502.0;44278.0;27883.0;7.22;41.31;;;;;;;;;
23197.0;13909.0;24211.0;14769.0;25883.0;5339.0;45590.0;44269.0;27886.0;7.29;41.29;;;;;;;;;
23198.0;13878.0;24222.0;14780.0;25937.0;5397.0;45554.0;44322.0;27962.0;7.29;41.3;;;;;;;;;
23199.0;13824.0;24324.0;14815.0;25892.0;5355.0;45607.0;44295.0;27986.0;7.29;41.3;;;;;;;;;
23200.0;13859.0;24392.0;14843.0;25877.0;5288.0;45593.0;44267.0;27902.0;7.29;41.3;;;;;;;;;
23201.0;13889.0;24378.0;14753.0;25880.0;5398.0;45553.0;44318.0;27854.0;7.29;41.29;;;;;;;;;
23202.0;13914.0;24344.0;14812.0;25792.0;5367.0;45609.0;44351.0;27991.0;7.29;41.31;;;;;;;;;
23203.0;13914.0;24402.0;14892.0;25839.0;5399.0;45535.0;44373.0;27964.0;7.29;41.29;;;;;;;;;
23204.0;13827.0;24306.0;14819.0;25856.0;5369.0;45454.0;44274.0;27926.0;7.29;41.31;;;;;;;;;
23205.0;13875.0;24273.0;14856.0;25834.0;5324.0;45541.0;44275.0;27922.0;7.29;41.3;;;;;;;;;
23206.0;13866.0;24274.0;14922.0;25901.0;5350.0;45519.0;44292.0;27940.0;7.29;41.31;;;;;;;;;
23207.0;13892.0;24282.0;14832.0;25899.0;5376.0;45567.0;44287.0;27912.0;7.29;41.31;;;;;;;;;
23208.0;13867.0;24330.0;14855.0;25855.0;5290.0;45502.0;44304.0;27957.0;7.29;41.31;;;;;;;;;
23209.0;13907.0;24345.0;14865.0;25905.0;5433.0;45537.0;44326.0;27932.0;7.29;41.31;;;;;;;;;
23210.0;13863.0;24343.0;14854.0;25873.0;5322.0;45567.0;44267.0;27930.0;7.29;41.32;;;;;;;;;
23211.0;13913.0;24352.0;14919.0;25910.0;5364.0;45552.0;44338.0;27865.0;7.29;41.31;;;;;;;;;
23212.0;13903.0;24226.0;14866.0;25974.0;5390.0;45538.0;44363.0;27934.0;7.29;41.3;;;;;;;;;
23213.0;13829.0;24294.0;14894.0;25934.0;5352.0;45526.0;44316.0;27955.0;7.29;41.32;;;;;;;;;
23214.0;13982.0;24345.0;14844.0;25865.0;5418.0;45488.0;44282.0;27932.0;7.29;41.31;;;;;;;;;
23215.0;13983.0;24359.0;14865.0;25942.0;5279.0;45615.0;44299.0;27905.0;7.37;41.32;;;;;;;;;
23216.0;13841.0;24391.0;14871.0;25859.0;5345.0;45566.0;44241.0;27906.0;7.29;41.32;;;;;;;;;
23217.0;13931.0;24375.0;14891.0;25906.0;5341.0;45578.0;44285.0;27898.0;7.29;41.32;;;;;;;;;
23218.0;13898.0;24277.0;14877.0;25875.0;5394.0;45591.0;44299.0;27920.0;7.29;41.31;;;;;;;;;
23219.0;13909.0;24325.0;14781.0;25937.0;5343.0;45561.0;44273.0;27933.0;7.29;41.31;;;;;;;;;
23220.0;13908.0;24284.0;14825.0;25951.0;5411.0;45614.0;44348.0;27888.0;7.29;41.32;;;;;;;;;
23221.0;13859.0;24276.0;14859.0;25866.0;5387.0;45648.0;44301.0;27936.0;7.22;41.32;;;;;;;;;
23222.0;13929.0;24308.0;14919.0;25873.0;5278.0;45619.0;44332.0;27983.0;7.37;41.31;;;;;;;;;
23223.0;13927.0;24375.0;14845.0;25893.0;5322.0;45628.0;44211.0;27918.0;7.29;41.32;;;;;;;;;
23224.0;13908.0;24255.0;14862.0;25907.0;5383.0;45614.0;44376.0;27911.0;7.29;41.31;;;;;;;;;
23225.0;13840.0;24333.0;14887.0;25878.0;5408.0;45674.0;44282.0;27914.0;7.29;41.31;;;;;;;;;
23226.0;13905.0;24239.0;14846.0;25894.0;5313.0;45683.0;44354.0;27964.0;7.29;41.32;;;;;;;;;
23227.0;13917.0;24283.0;14859.0;25854.0;5366.0;45673.0;44329.0;27922.0;7.3;41.33;;;;;;;;;
23228.0;13872.0;24351.0;14913.0;25877.0;5384.0;45658.0;44335.0;28010.0;7.33;41.32;;;;;;;;;
23229.0;13977.0;24852.0;14819.0;25877.0;5334.0;45668.0;44308.0;27985.0;7.3;41.33;;;;;;;;;
23230.0;13877.0;24292.0;14848.0;25924.0;5311.0;45571.0;44298.0;27988.0;7.29;41.31;;;;;;;;;
23231.0;13919.0;24271.0;14910.0;25926.0;5304.0;45592.0;44305.0;28009.0;7.29;41.31;;;;;;;;;
23232.0;13924.0;24284.0;14914.0;25808.0;5369.0;45587.0;44275.0;27967.0;7.29;41.32;;;;;;;;;
23233.0;13915.0;24288.0;14898.0;25915.0;5303.0;45597.0;44328.0;27948.0;7.37;41.33;;;;;;;;;
23234.0;13908.0;24412.0;14922.0;25956.0;5369.0;45666.0;44268.0;27904.0;7.33;41.32;;;;;;;;;
23235.0;13920.0;24357.0;14965.0;25884.0;5362.0;45581.0;44306.0;27977.0;7.37;41.32;;;;;;;;;
23236.0;13882.0;24326.0;14923.0;25913.0;5376.0;45557.0;44362.0;28000.0;7.37;41.32;;;;;;;;;
23237.0;14008.0;24334.0;14882.0;25950.0;5383.0;45514.0;44327.0;28007.0;7.37;41.32;;;;;;;;;
23238.0;13934.0;24349.0;14874.0;25849.0;5289.0;45625.0;44346.0;27958.0;7.37;41.32;;;;;;;;;
23239.0;13883.0;24367.0;14966.0;25934.0;5351.0;45654.0;44310.0;27975.0;7.37;41.32;;;;;;;;;
23240.0;13889.0;24354.0;14910.0;25898.0;5384.0;45604.0;44274.0;27934.0;7.37;41.32;;;;;;;;;
23241.0;13904.0;24307.0;14876.0;25985.0;5388.0;45553.0;44339.0;27967.0;7.37;41.32;;;;;;;;;
23242.0;13901.0;24389.0;14869.0;25927.0;5318.0;45653.0;44343.0;27944.0;7.37;41.33;;;;;;;;;
23243.0;13937.0;24389.0;14922.0;25947.0;5391.0;45608.0;44326.0;27945.0;7.37;41.32;;;;;;;;;
23244.0;13983.0;24426.0;14963.0;25931.0;5390.0;45542.0;44369.0;27958.0;7.37;41.33;;;;;;;;;
23245.0;13986.0;24349.0;14897.0;25915.0;5411.0;45560.0;44367.0;27920.0;7.29;41.32;;;;;;;;;
23246.0;13903.0;24387.0;14888.0;25918.0;5368.0;45605.0;44324.0;28004.0;7.3;41.33;;;;;;;;;
23247.0;13950.0;24338.0;14912.0;25909.0;5335.0;45524.0;44308.0;27956.0;7.3;41.33;;;;;;;;;
23248.0;13927.0;24322.0;14906.0;25946.0;5454.0;45582.0;44348.0;27922.0;7.29;41.32;;;;;;;;;
23249.0;13916.0;24313.0;14926.0;25938.0;5443.0;45653.0;44333.0;28014.0;7.37;41.32;;;;;;;;;
23250.0;13952.0;24310.0;14943.0;25898.0;5376.0;45604.0;44294.0;27942.0;7.37;41.32;;;;;;;;;
23251.0;13981.0;24334.0;14839.0;25802.0;5443.0;45633.0;44385.0;27957.0;7.33;41.32;;;;;;;;;
23252.0;13937.0;24351.0;14958.0;25911.0;5390.0;45593.0;44365.0;28005.0;7.37;41.32;;;;;;;;;
23253.0;13961.0;24389.0;14933.0;25947.0;5398.0;45619.0;44319.0;28037.0;7.37;41.32;;;;;;;;;
23254.0;13971.0;24344.0;14835.0;25992.0;5390.0;45585.0;44316.0;27983.0;7.37;41.32;;;;;;;;;
23255.0;13881.0;24363.0;14879.0;25947.0;5357.0;45562.0;44302.0;27996.0;7.37;41.32;;;;;;;;;
23256.0;13965.0;24359.0;14887.0;25930.0;5404.0;45514.0;44327.0;27994.0;7.37;41.32;;;;;;;;;
23257.0;13975.0;24419.0;14865.0;25965.0;5360.0;45505.0;44353.0;27961.0;7.33;41.32;;;;;;;;;
23258.0;13944.0;24434.0;14827.0;25999.0;5379.0;45618.0;44365.0;28030.0;7.3;41.33;;;;;;;;;
23259.0;13967.0;24378.0;14867.0;25825.0;5357.0;45647.0;44348.0;27991.0;7.29;41.32;;;;;;;;;
23260.0;13948.0;24617.0;14888.0;25918.0;5386.0;45653.0;44332.0;27972.0;7.37;41.33;;;;;;;;;
23261.0;14022.0;24843.0;14923.0;25932.0;5420.0;45650.0;44346.0;27952.0;7.37;41.32;;;;;;;;;
23262.0;13929.0;24859.0;14986.0;25957.0;5347.0;45588.0;44341.0;27980.0;7.26;41.32;;;;;;;;;
23263.0;13981.0;24929.0;14860.0;26011.0;5319.0;45632.0;44401.0;28003.0;7.3;41.33;;;;;;;;;
23264.0;13901.0;24884.0;14832.0;25949.0;5335.0;45652.0;44380.0;28020.0;7.3;41.34;;;;;;;;;
23265.0;14010.0;24958.0;14921.0;25879.0;5348.0;45628.0;44375.0;27991.0;7.29;41.32;;;;;;;;;
23266.0;14023.0;24910.0;14884.0;25880.0;5394.0;45599.0;44301.0;27947.0;7.3;41.33;;;;;;;;;
23267.0;13967.0;24934.0;14819.0;25875.0;5307.0;45646.0;44265.0;27981.0;7.29;41.32;;;;;;;;;
23268.0;13951.0;24874.0;14826.0;25934.0;5365.0;45639.0;44322.0;27987.0;7.29;41.32;;;;;;;;;
23269.0;13929.0;24935.0;14854.0;25955.0;5367.0;45640.0;44316.0;27908.0;7.29;41.32;;;;;;;;;
23270.0;13987.0;24943.0;14908.0;25980.0;5348.0;45637.0;44383.0;28033.0;7.37;41.31;;;;;;;;;
23271.0;13964.0;24900.0;14890.0;25935.0;5307.0;45642.0;44407.0;27958.0;7.3;41.33;;;;;;;;;
23272.0;13959.0;24820.0;14897.0;25887.0;5304.0;45635.0;44367.0;27942.0;7.29;41.32;;;;;;;;;
23273.0;13958.0;24340.0;14805.0;25916.0;5381.0;45588.0;44407.0;27930.0;7.29;41.32;;;;;;;;;
23274.0;13984.0;24400.0;14764.0;25837.0;5399.0;45607.0;44372.0;28010.0;7.29;41.32;;;;;;;;;
23275.0;13970.0;24282.0;14911.0;25933.0;5400.0;45625.0;44345.0;27961.0;7.37;41.31;;;;;;;;;
23276.0;13937.0;24307.0;14919.0;25872.0;5367.0;45584.0;44382.0;27983.0;7.3;41.33;;;;;;;;;
23277.0;13900.0;24339.0;14829.0;25953.0;5344.0;45529.0;44367.0;27977.0;7.29;41.32;;;;;;;;;
23278.0;13952.0;24373.0;14895.0;25879.0;5396.0;45630.0;44384.0;27956.0;7.3;41.34;;;;;;;;;
23279.0;13930.0;24278.0;14814.0;25931.0;5428.0;45550.0;44319.0;27959.0;7.3;41.33;;;;;;;;;
23280.0;13866.0;24344.0;14837.0;25865.0;5299.0;45568.0;44356.0;27985.0;7.29;41.32;;;;;;;;;
23281.0;13965.0;24352.0;14894.0;25890.0;5389.0;45513.0;44361.0;27977.0;7.37;41.33;;;;;;;;;
23282.0;13906.0;24379.0;14900.0;25908.0;5335.0;45605.0;44363.0;28005.0;7.29;41.32;;;;;;;;;
23283.0;13989.0;24313.0;14854.0;25947.0;5324.0;45512.0;44310.0;27941.0;7.29;41.32;;;;;;;;;
23284.0;13864.0;24276.0;14778.0;25899.0;5363.0;45617.0;44352.0;27907.0;7.3;41.33;;;;;;;;;
23285.0;13896.0;24231.0;14850.0;25883.0;5307.0;45550.0;44273.0;27976.0;7.3;41.34;;;;;;;;;
23286.0;13961.0;24320.0;14881.0;25882.0;5417.0;45593.0;44342.0;28010.0;7.29;41.32;;;;;;;;;
23287.0;13925.0;24260.0;14928.0;25798.0;5430.0;45619.0;44332.0;27934.0;7.3;41.33;;;;;;;;;
23288.0;13888.0;24338.0;14830.0;25844.0;5286.0;45620.0;44311.0;27905.0;7.3;41.33;;;;;;;;;
23289.0;13815.0;24324.0;14857.0;25887.0;5404.0;45555.0;44278.0;27927.0;7.29;41.32;;;;;;;;;
